Phrase_FR,Phrase_EN,Topic
L'offre inclut une voiture de fonction plus variable.,Offer includes a company car plus variable.,HR_HIRING
Le salaire est négociable.,Salary is negotiable.,HR_HIRING
On propose une prime sur 13 mois.,We offer a bonus over 13 months.,HR_HIRING
Quel est ton salaire actuel ?,What is your current salary?,HR_HIRING
Quelles sont tes prétentions ?,What are your expectations?,HR_HIRING
La rémunération est fixe.,Compensation is fixed.,HR_HIRING
L'offre inclut une prime si tu signes.,Offer includes a bonus if you sign.,HR_HIRING
Le package contient une voiture de fonction sur 13 mois.,Package contains a company car over 13 months.,HR_HIRING
On propose une voiture de fonction si tu signes.,We offer a company car if you sign.,HR_HIRING
Le package contient des stocks options si tu signes.,Package contains stock options if you sign.,HR_HIRING
L'offre inclut une prime sur 13 mois.,Offer includes a bonus over 13 months.,HR_HIRING
Le package contient des stocks options sur 13 mois.,Package contains stock options over 13 months.,HR_HIRING
L'offre inclut un salaire de 45k plus variable.,Offer includes a 45k salary plus variable.,HR_HIRING
On propose des stocks options plus variable.,We offer stock options plus variable.,HR_HIRING
On propose un salaire de 45k sur 13 mois.,We offer a 45k salary over 13 months.,HR_HIRING
Le package contient une prime sur 13 mois.,Package contains a bonus over 13 months.,HR_HIRING
On propose une prime plus variable.,We offer a bonus plus variable.,HR_HIRING
Le package contient une voiture de fonction plus variable.,Package contains a company car plus variable.,HR_HIRING
On propose un salaire de 45k plus variable.,We offer a 45k salary plus variable.,HR_HIRING
Le package contient une voiture de fonction si tu signes.,Package contains a company car if you sign.,HR_HIRING
On propose une voiture de fonction sur 13 mois.,We offer a company car over 13 months.,HR_HIRING
L'offre inclut un salaire de 45k sur 13 mois.,Offer includes a 45k salary over 13 months.,HR_HIRING
Le package contient des stocks options plus variable.,Package contains stock options plus variable.,HR_HIRING
On propose des stocks options sur 13 mois.,We offer stock options over 13 months.,HR_HIRING
Le package contient une prime plus variable.,Package contains a bonus plus variable.,HR_HIRING
Le package contient un salaire de 45k si tu signes.,Package contains a 45k salary if you sign.,HR_HIRING
On propose une prime si tu signes.,We offer a bonus if you sign.,HR_HIRING
L'offre inclut un salaire de 45k si tu signes.,Offer includes a 45k salary if you sign.,HR_HIRING
L'offre inclut une voiture de fonction si tu signes.,Offer includes a company car if you sign.,HR_HIRING
L'offre inclut une voiture de fonction sur 13 mois.,Offer includes a company car over 13 months.,HR_HIRING
L'offre inclut des stocks options sur 13 mois.,Offer includes stock options over 13 months.,HR_HIRING
On propose un salaire de 45k si tu signes.,We offer a 45k salary if you sign.,HR_HIRING
L'offre inclut des stocks options si tu signes.,Offer includes stock options if you sign.,HR_HIRING
On propose une voiture de fonction plus variable.,We offer a company car plus variable.,HR_HIRING
Le package contient une prime si tu signes.,Package contains a bonus if you sign.,HR_HIRING
L'offre inclut une prime plus variable.,Offer includes a bonus plus variable.,HR_HIRING
Le package contient un salaire de 45k plus variable.,Package contains a 45k salary plus variable.,HR_HIRING
Le package contient un salaire de 45k sur 13 mois.,Package contains a 45k salary over 13 months.,HR_HIRING
Je demande un harcèlement car je ne me sens pas bien.,I request harassment because I don't feel well.,HR_COMPLAINT
Je demande un harcèlement immédiatement.,I request harassment immediately.,HR_COMPLAINT
Ce comportement me met en danger.,This behavior puts me in danger.,HR_COMPLAINT
Je demande un rendez-vous RH immédiatement.,I request an HR meeting immediately.,HR_COMPLAINT
L'ambiance est anxiogène.,The atmosphere is anxiety-inducing.,HR_COMPLAINT
Ce comportement est anxiogène.,This behavior is anxiety-inducing.,HR_COMPLAINT
Je demande un rendez-vous RH selon le règlement.,I request an HR meeting according to rules.,HR_COMPLAINT
La pression est anxiogène.,The pressure is anxiety-inducing.,HR_COMPLAINT
La pression est toxique.,The pressure is toxic.,HR_COMPLAINT
Je signale une rupture conventionnelle selon le règlement.,I report a mutual termination according to rules.,HR_COMPLAINT
Ce comportement est inacceptable.,This behavior is unacceptable.,HR_COMPLAINT
Ce comportement est toxique.,This behavior is toxic.,HR_COMPLAINT
Je veux un harcèlement immédiatement.,I want harassment immediately.,HR_COMPLAINT
L'ambiance est inacceptable.,The atmosphere is unacceptable.,HR_COMPLAINT
Je signale un harcèlement car je ne me sens pas bien.,I report harassment because I don't feel well.,HR_COMPLAINT
La pression est inacceptable.,The pressure is unacceptable.,HR_COMPLAINT
Je veux une rupture conventionnelle selon le règlement.,I want a mutual termination according to rules.,HR_COMPLAINT
Je signale une rupture conventionnelle car je ne me sens pas bien.,I report a mutual termination because I don't feel well.,HR_COMPLAINT
Je veux un rendez-vous RH selon le règlement.,I want an HR meeting according to rules.,HR_COMPLAINT
Je signale un harcèlement immédiatement.,I report harassment immediately.,HR_COMPLAINT
Je veux un harcèlement selon le règlement.,I want harassment according to rules.,HR_COMPLAINT
Je demande une rupture conventionnelle immédiatement.,I request a mutual termination immediately.,HR_COMPLAINT
La pression me met en danger.,The pressure puts me in danger.,HR_COMPLAINT
Je demande un harcèlement selon le règlement.,I request harassment according to rules.,HR_COMPLAINT
L'ambiance me met en danger.,The atmosphere puts me in danger.,HR_COMPLAINT
Je signale un rendez-vous RH car je ne me sens pas bien.,I report an HR meeting because I don't feel well.,HR_COMPLAINT
Je veux un rendez-vous RH car je ne me sens pas bien.,I want an HR meeting because I don't feel well.,HR_COMPLAINT
Je demande un rendez-vous RH car je ne me sens pas bien.,I request an HR meeting because I don't feel well.,HR_COMPLAINT
Je veux une rupture conventionnelle car je ne me sens pas bien.,I want a mutual termination because I don't feel well.,HR_COMPLAINT
Je signale un rendez-vous RH selon le règlement.,I report an HR meeting according to rules.,HR_COMPLAINT
L'ambiance est toxique.,The atmosphere is toxic.,HR_COMPLAINT
Je demande une rupture conventionnelle car je ne me sens pas bien.,I request a mutual termination because I don't feel well.,HR_COMPLAINT
Je signale une rupture conventionnelle immédiatement.,I report a mutual termination immediately.,HR_COMPLAINT
Je signale un harcèlement selon le règlement.,I report harassment according to rules.,HR_COMPLAINT
Je demande une rupture conventionnelle selon le règlement.,I request a mutual termination according to rules.,HR_COMPLAINT
Je veux une rupture conventionnelle immédiatement.,I want a mutual termination immediately.,HR_COMPLAINT
Je veux un rendez-vous RH immédiatement.,I want an HR meeting immediately.,HR_COMPLAINT
Je signale un rendez-vous RH immédiatement.,I report an HR meeting immediately.,HR_COMPLAINT
Je veux un harcèlement car je ne me sens pas bien.,I want harassment because I don't feel well.,HR_COMPLAINT
Ce type est nul c'est une blague.,That guy is useless it is a joke.,GOSSIP
Il est nul et tout le monde le sait.,He is useless and everyone knows it.,GOSSIP
Le manager est un lèche-bottes et tout le monde le sait.,The manager is a bootlicker and everyone knows it.,GOSSIP
Ce type est un lèche-bottes c'est une blague.,That guy is a bootlicker it is a joke.,GOSSIP
Ce type se la raconte c'est hallucinant.,That guy shows off it's mind-blowing.,GOSSIP
Elle ne sert à rien c'est une blague.,She is good for nothing it is a joke.,GOSSIP
Elle est un lèche-bottes franchement.,She is a bootlicker honestly.,GOSSIP
Le manager se la raconte c'est une blague.,The manager shows off it is a joke.,GOSSIP
Elle se la raconte c'est une blague.,She shows off it is a joke.,GOSSIP
Le nouveau est nul c'est une blague.,The new guy is useless it is a joke.,GOSSIP
Elle est incompétent et tout le monde le sait.,She is incompetent and everyone knows it.,GOSSIP
Le manager se la raconte c'est hallucinant.,The manager shows off it's mind-blowing.,GOSSIP
Le nouveau ne sert à rien c'est hallucinant.,The new guy is good for nothing it's mind-blowing.,GOSSIP
Elle se la raconte c'est hallucinant.,She shows off it's mind-blowing.,GOSSIP
Il se la raconte et tout le monde le sait.,He shows off and everyone knows it.,GOSSIP
Le nouveau est un lèche-bottes et tout le monde le sait.,The new guy is a bootlicker and everyone knows it.,GOSSIP
Le nouveau ne sert à rien et tout le monde le sait.,The new guy is good for nothing and everyone knows it.,GOSSIP
Ce type ne sert à rien c'est une blague.,That guy is good for nothing it is a joke.,GOSSIP
Il est un lèche-bottes c'est une blague.,He is a bootlicker it is a joke.,GOSSIP
Le nouveau ne sert à rien c'est une blague.,The new guy is good for nothing it is a joke.,GOSSIP
Ce type est nul franchement.,That guy is useless honestly.,GOSSIP
Elle ne sert à rien et tout le monde le sait.,She is good for nothing and everyone knows it.,GOSSIP
Le manager est nul franchement.,The manager is useless honestly.,GOSSIP
Elle est incompétent c'est hallucinant.,She is incompetent it's mind-blowing.,GOSSIP
Il est nul c'est une blague.,He is useless it is a joke.,GOSSIP
Elle est un lèche-bottes c'est une blague.,She is a bootlicker it is a joke.,GOSSIP
Il est nul franchement.,He is useless honestly.,GOSSIP
Il est incompétent franchement.,He is incompetent honestly.,GOSSIP
Le nouveau est nul c'est hallucinant.,The new guy is useless it's mind-blowing.,GOSSIP
Il est incompétent c'est une blague.,He is incompetent it is a joke.,GOSSIP
Il se la raconte c'est une blague.,He shows off it is a joke.,GOSSIP
Le manager est nul c'est une blague.,The manager is useless it is a joke.,GOSSIP
Ce type est incompétent franchement.,That guy is incompetent honestly.,GOSSIP
Il ne sert à rien et tout le monde le sait.,He is good for nothing and everyone knows it.,GOSSIP
Ce type est nul c'est hallucinant.,That guy is useless it's mind-blowing.,GOSSIP
Il est incompétent c'est hallucinant.,He is incompetent it's mind-blowing.,GOSSIP
Le nouveau est un lèche-bottes c'est une blague.,The new guy is a bootlicker it is a joke.,GOSSIP
Elle est nul c'est hallucinant.,She is useless it's mind-blowing.,GOSSIP
Elle est nul et tout le monde le sait.,She is useless and everyone knows it.,GOSSIP
Le nouveau se la raconte et tout le monde le sait.,The new guy shows off and everyone knows it.,GOSSIP
Le manager est un lèche-bottes c'est hallucinant.,The manager is a bootlicker it's mind-blowing.,GOSSIP
Le nouveau se la raconte c'est hallucinant.,The new guy shows off it's mind-blowing.,GOSSIP
Il est incompétent et tout le monde le sait.,He is incompetent and everyone knows it.,GOSSIP
Le manager est nul c'est hallucinant.,The manager is useless it's mind-blowing.,GOSSIP
Le nouveau est incompétent c'est hallucinant.,The new guy is incompetent it's mind-blowing.,GOSSIP
Il se la raconte c'est hallucinant.,He shows off it's mind-blowing.,GOSSIP
Elle ne sert à rien franchement.,She is good for nothing honestly.,GOSSIP
Ce type se la raconte et tout le monde le sait.,That guy shows off and everyone knows it.,GOSSIP
Elle est un lèche-bottes et tout le monde le sait.,She is a bootlicker and everyone knows it.,GOSSIP
Le nouveau ne sert à rien franchement.,The new guy is good for nothing honestly.,GOSSIP
Le nouveau est incompétent et tout le monde le sait.,The new guy is incompetent and everyone knows it.,GOSSIP
Le manager est incompétent franchement.,The manager is incompetent honestly.,GOSSIP
Ce type ne sert à rien c'est hallucinant.,That guy is good for nothing it's mind-blowing.,GOSSIP
Le manager est un lèche-bottes franchement.,The manager is a bootlicker honestly.,GOSSIP
Le manager est incompétent et tout le monde le sait.,The manager is incompetent and everyone knows it.,GOSSIP
Le nouveau est incompétent c'est une blague.,The new guy is incompetent it is a joke.,GOSSIP
Il se la raconte franchement.,He shows off honestly.,GOSSIP
Le manager est un lèche-bottes c'est une blague.,The manager is a bootlicker it is a joke.,GOSSIP
Le nouveau se la raconte franchement.,The new guy shows off honestly.,GOSSIP
Le manager se la raconte franchement.,The manager shows off honestly.,GOSSIP
Il est un lèche-bottes franchement.,He is a bootlicker honestly.,GOSSIP
Le nouveau se la raconte c'est une blague.,The new guy shows off it is a joke.,GOSSIP
Ce type est un lèche-bottes et tout le monde le sait.,That guy is a bootlicker and everyone knows it.,GOSSIP
Elle est un lèche-bottes c'est hallucinant.,She is a bootlicker it's mind-blowing.,GOSSIP
Elle ne sert à rien c'est hallucinant.,She is good for nothing it's mind-blowing.,GOSSIP
Ce type est un lèche-bottes c'est hallucinant.,That guy is a bootlicker it's mind-blowing.,GOSSIP
Ce type est un lèche-bottes franchement.,That guy is a bootlicker honestly.,GOSSIP
Ce type se la raconte franchement.,That guy shows off honestly.,GOSSIP
Il ne sert à rien c'est hallucinant.,He is good for nothing it's mind-blowing.,GOSSIP
Le manager est incompétent c'est une blague.,The manager is incompetent it is a joke.,GOSSIP
Le manager est nul et tout le monde le sait.,The manager is useless and everyone knows it.,GOSSIP
Le manager ne sert à rien c'est hallucinant.,The manager is good for nothing it's mind-blowing.,GOSSIP
Elle est nul c'est une blague.,She is useless it is a joke.,GOSSIP
Il est nul c'est hallucinant.,He is useless it's mind-blowing.,GOSSIP
Ce type est incompétent et tout le monde le sait.,That guy is incompetent and everyone knows it.,GOSSIP
Il ne sert à rien franchement.,He is good for nothing honestly.,GOSSIP
Ce type est incompétent c'est hallucinant.,That guy is incompetent it's mind-blowing.,GOSSIP
Le manager ne sert à rien et tout le monde le sait.,The manager is good for nothing and everyone knows it.,GOSSIP
Ce type est incompétent c'est une blague.,That guy is incompetent it is a joke.,GOSSIP
Le manager se la raconte et tout le monde le sait.,The manager shows off and everyone knows it.,GOSSIP
Il est un lèche-bottes et tout le monde le sait.,He is a bootlicker and everyone knows it.,GOSSIP
Elle se la raconte et tout le monde le sait.,She shows off and everyone knows it.,GOSSIP
Ce type ne sert à rien et tout le monde le sait.,That guy is good for nothing and everyone knows it.,GOSSIP
Elle est incompétent c'est une blague.,She is incompetent it is a joke.,GOSSIP
Ce type est nul et tout le monde le sait.,That guy is useless and everyone knows it.,GOSSIP
Il est un lèche-bottes c'est hallucinant.,He is a bootlicker it's mind-blowing.,GOSSIP
Le manager ne sert à rien franchement.,The manager is good for nothing honestly.,GOSSIP
Elle se la raconte franchement.,She shows off honestly.,GOSSIP
Le nouveau est nul et tout le monde le sait.,The new guy is useless and everyone knows it.,GOSSIP
Ce type se la raconte c'est une blague.,That guy shows off it is a joke.,GOSSIP
Elle est nul franchement.,She is useless honestly.,GOSSIP
Le nouveau est nul franchement.,The new guy is useless honestly.,GOSSIP
Le manager est incompétent c'est hallucinant.,The manager is incompetent it's mind-blowing.,GOSSIP
Elle est incompétent franchement.,She is incompetent honestly.,GOSSIP
Le manager ne sert à rien c'est une blague.,The manager is good for nothing it is a joke.,GOSSIP
Le nouveau est un lèche-bottes c'est hallucinant.,The new guy is a bootlicker it's mind-blowing.,GOSSIP
Ce type ne sert à rien franchement.,That guy is good for nothing honestly.,GOSSIP
Il ne sert à rien c'est une blague.,He is good for nothing it is a joke.,GOSSIP
Le nouveau est incompétent franchement.,The new guy is incompetent honestly.,GOSSIP
Le nouveau est un lèche-bottes franchement.,The new guy is a bootlicker honestly.,GOSSIP
Je t'aime mon amour.,I love you my love.,LOVE
Gros câlins.,Big hugs.,LOVE
Plein de bisous.,Lots of kisses.,LOVE
À ce soir mon cœur.,See you tonight sweetheart.,LOVE
Je t'aime ma chérie.,I love you my darling.,LOVE
Envie de toi.,Want you.,LOVE
Je t'embrasse ma chérie.,I kiss you my darling.,LOVE
Je t'aime très fort.,I love you very much.,LOVE
Tu me manques ma chérie.,I miss you my darling.,LOVE
Tu me manques très fort.,I miss you very much.,LOVE
Tu me manques mon amour.,I miss you my love.,LOVE
Je t'embrasse mon amour.,I kiss you my love.,LOVE
Je t'embrasse très fort.,I kiss you very much.,LOVE
Le script n'est pas typé(e) à la ligne 42.,The script is not typed at line 42.,TECH
La variable est asynchrone paramètre manquant.,The variable is asynchronous missing parameter.,TECH
L'API échoue cause syntaxe.,The API fails due to syntax.,TECH
L'API échoue paramètre manquant.,The API fails missing parameter.,TECH
La variable n'est pas typé(e) paramètre manquant.,The variable is not typed missing parameter.,TECH
Le commit est asynchrone cause syntaxe.,The commit is asynchronous due to syntax.,TECH
Le script est asynchrone à la ligne 42.,The script is asynchronous at line 42.,TECH
Le script est asynchrone paramètre manquant.,The script is asynchronous missing parameter.,TECH
Le compilateur est asynchrone paramètre manquant.,The compiler is asynchronous missing parameter.,TECH
Le compilateur renvoie une erreur à la ligne 42.,The compiler returns an error at line 42.,TECH
La variable échoue cause syntaxe.,The variable fails due to syntax.,TECH
La variable est asynchrone status 404.,The variable is asynchronous status 404.,TECH
Le commit est asynchrone à la ligne 42.,The commit is asynchronous at line 42.,TECH
La variable est asynchrone à la ligne 42.,The variable is asynchronous at line 42.,TECH
Le commit n'est pas typé(e) status 404.,The commit is not typed status 404.,TECH
Le script renvoie une erreur à la ligne 42.,The script returns an error at line 42.,TECH
Le commit échoue cause syntaxe.,The commit fails due to syntax.,TECH
L'API n'est pas typé(e) à la ligne 42.,The API is not typed at line 42.,TECH
Le compilateur n'est pas typé(e) paramètre manquant.,The compiler is not typed missing parameter.,TECH
La variable renvoie une erreur status 404.,The variable returns an error status 404.,TECH
Le commit renvoie une erreur cause syntaxe.,The commit returns an error due to syntax.,TECH
La variable renvoie une erreur paramètre manquant.,The variable returns an error missing parameter.,TECH
Le commit échoue à la ligne 42.,The commit fails at line 42.,TECH
Le compilateur n'est pas typé(e) à la ligne 42.,The compiler is not typed at line 42.,TECH
Le compilateur échoue paramètre manquant.,The compiler fails missing parameter.,TECH
La variable échoue à la ligne 42.,The variable fails at line 42.,TECH
La variable est asynchrone cause syntaxe.,The variable is asynchronous due to syntax.,TECH
L'API n'est pas typé(e) status 404.,The API is not typed status 404.,TECH
Le script n'est pas typé(e) paramètre manquant.,The script is not typed missing parameter.,TECH
L'API renvoie une erreur cause syntaxe.,The API returns an error due to syntax.,TECH
L'API est asynchrone cause syntaxe.,The API is asynchronous due to syntax.,TECH
La variable renvoie une erreur cause syntaxe.,The variable returns an error due to syntax.,TECH
L'API n'est pas typé(e) cause syntaxe.,The API is not typed due to syntax.,TECH
L'API renvoie une erreur à la ligne 42.,The API returns an error at line 42.,TECH
La variable n'est pas typé(e) status 404.,The variable is not typed status 404.,TECH
Le commit est asynchrone paramètre manquant.,The commit is asynchronous missing parameter.,TECH
Le compilateur est asynchrone à la ligne 42.,The compiler is asynchronous at line 42.,TECH
L'API échoue status 404.,The API fails status 404.,TECH
Le compilateur renvoie une erreur paramètre manquant.,The compiler returns an error missing parameter.,TECH
Le commit échoue status 404.,The commit fails status 404.,TECH
Le commit échoue paramètre manquant.,The commit fails missing parameter.,TECH
Le script échoue à la ligne 42.,The script fails at line 42.,TECH
La variable échoue paramètre manquant.,The variable fails missing parameter.,TECH
Le script est asynchrone status 404.,The script is asynchronous status 404.,TECH
L'API est asynchrone paramètre manquant.,The API is asynchronous missing parameter.,TECH
L'API est asynchrone à la ligne 42.,The API is asynchronous at line 42.,TECH
L'API échoue à la ligne 42.,The API fails at line 42.,TECH
Le script n'est pas typé(e) status 404.,The script is not typed status 404.,TECH
Le script échoue cause syntaxe.,The script fails due to syntax.,TECH
Le commit n'est pas typé(e) à la ligne 42.,The commit is not typed at line 42.,TECH
L'API n'est pas typé(e) paramètre manquant.,The API is not typed missing parameter.,TECH
Le compilateur échoue cause syntaxe.,The compiler fails due to syntax.,TECH
Le commit renvoie une erreur à la ligne 42.,The commit returns an error at line 42.,TECH
L'API renvoie une erreur paramètre manquant.,The API returns an error missing parameter.,TECH
La variable échoue status 404.,The variable fails status 404.,TECH
Le script renvoie une erreur status 404.,The script returns an error status 404.,TECH
Le commit n'est pas typé(e) paramètre manquant.,The commit is not typed missing parameter.,TECH
Le compilateur n'est pas typé(e) status 404.,The compiler is not typed status 404.,TECH
Le compilateur est asynchrone status 404.,The compiler is asynchronous status 404.,TECH
La variable renvoie une erreur à la ligne 42.,The variable returns an error at line 42.,TECH
Le commit renvoie une erreur paramètre manquant.,The commit returns an error missing parameter.,TECH
L'API est asynchrone status 404.,The API is asynchronous status 404.,TECH
Le script échoue status 404.,The script fails status 404.,TECH
Le compilateur est asynchrone cause syntaxe.,The compiler is asynchronous due to syntax.,TECH
Le compilateur renvoie une erreur status 404.,The compiler returns an error status 404.,TECH
Le commit n'est pas typé(e) cause syntaxe.,The commit is not typed due to syntax.,TECH
Le compilateur échoue status 404.,The compiler fails status 404.,TECH
Le compilateur renvoie une erreur cause syntaxe.,The compiler returns an error due to syntax.,TECH
La variable n'est pas typé(e) à la ligne 42.,The variable is not typed at line 42.,TECH
Le script renvoie une erreur cause syntaxe.,The script returns an error due to syntax.,TECH
Le script n'est pas typé(e) cause syntaxe.,The script is not typed due to syntax.,TECH
Le script échoue paramètre manquant.,The script fails missing parameter.,TECH
Le commit renvoie une erreur status 404.,The commit returns an error status 404.,TECH
Le compilateur échoue à la ligne 42.,The compiler fails at line 42.,TECH
Le script renvoie une erreur paramètre manquant.,The script returns an error missing parameter.,TECH
Le commit est asynchrone status 404.,The commit is asynchronous status 404.,TECH
Le compilateur n'est pas typé(e) cause syntaxe.,The compiler is not typed due to syntax.,TECH
Le script est asynchrone cause syntaxe.,The script is asynchronous due to syntax.,TECH
La variable n'est pas typé(e) cause syntaxe.,The variable is not typed due to syntax.,TECH
L'API renvoie une erreur status 404.,The API returns an error status 404.,TECH
Le disque ne répond plus à 90%.,The disk is not responding at 90%.,INFRA
Le serveur est down à 90%.,The server is down at 90%.,INFRA
Le disque est plein à 90%.,The disk is full at 90%.,INFRA
Le serveur est plein à 90%.,The server is full at 90%.,INFRA
Le serveur est down dans la salle serveur.,The server is down in server room.,INFRA
La RAM est plein à 90%.,RAM is full at 90%.,INFRA
Le switch est plein dans la salle serveur.,The switch is full in server room.,INFRA
Le serveur ne répond plus dans la salle serveur.,The server is not responding in server room.,INFRA
La RAM est down dans la salle serveur.,RAM is down in server room.,INFRA
Le serveur est down redémarrage requis.,The server is down reboot required.,INFRA
Le switch est down dans la salle serveur.,The switch is down in server room.,INFRA
Le disque est plein dans la salle serveur.,The disk is full in server room.,INFRA
Le switch est down redémarrage requis.,The switch is down reboot required.,INFRA
La RAM surchauffe à 90%.,RAM overheats at 90%.,INFRA
La RAM ne répond plus à 90%.,RAM is not responding at 90%.,INFRA
La RAM ne répond plus dans la salle serveur.,RAM is not responding in server room.,INFRA
Le disque est down à 90%.,The disk is down at 90%.,INFRA
Le switch est down à 90%.,The switch is down at 90%.,INFRA
Le disque est plein redémarrage requis.,The disk is full reboot required.,INFRA
Le disque surchauffe redémarrage requis.,The disk overheats reboot required.,INFRA
La RAM ne répond plus redémarrage requis.,RAM is not responding reboot required.,INFRA
Le disque ne répond plus dans la salle serveur.,The disk is not responding in server room.,INFRA
Le serveur ne répond plus redémarrage requis.,The server is not responding reboot required.,INFRA
Le serveur est plein redémarrage requis.,The server is full reboot required.,INFRA
Le serveur surchauffe redémarrage requis.,The server overheats reboot required.,INFRA
La RAM surchauffe redémarrage requis.,RAM overheats reboot required.,INFRA
La RAM est plein redémarrage requis.,RAM is full reboot required.,INFRA
Le disque surchauffe dans la salle serveur.,The disk overheats in server room.,INFRA
Le switch surchauffe à 90%.,The switch overheats at 90%.,INFRA
Le switch surchauffe redémarrage requis.,The switch overheats reboot required.,INFRA
La RAM est down à 90%.,RAM is down at 90%.,INFRA
Le serveur ne répond plus à 90%.,The server is not responding at 90%.,INFRA
Le disque est down redémarrage requis.,The disk is down reboot required.,INFRA
Le switch surchauffe dans la salle serveur.,The switch overheats in server room.,INFRA
La RAM surchauffe dans la salle serveur.,RAM overheats in server room.,INFRA
Le disque est down dans la salle serveur.,The disk is down in server room.,INFRA
Le disque ne répond plus redémarrage requis.,The disk is not responding reboot required.,INFRA
Le serveur est plein dans la salle serveur.,The server is full in server room.,INFRA
Le switch ne répond plus redémarrage requis.,The switch is not responding reboot required.,INFRA
La RAM est down redémarrage requis.,RAM is down reboot required.,INFRA
Le switch ne répond plus à 90%.,The switch is not responding at 90%.,INFRA
Le switch est plein redémarrage requis.,The switch is full reboot required.,INFRA
Le serveur surchauffe à 90%.,The server overheats at 90%.,INFRA
Le disque surchauffe à 90%.,The disk overheats at 90%.,INFRA
Le serveur surchauffe dans la salle serveur.,The server overheats in server room.,INFRA
Le switch ne répond plus dans la salle serveur.,The switch is not responding in server room.,INFRA
Le switch est plein à 90%.,The switch is full at 90%.,INFRA
La RAM est plein dans la salle serveur.,RAM is full in server room.,INFRA
Le port 22 détecte un malware payload inconnu.,Port 22 detects malware unknown payload.,CYBER
Le port 22 détecte un malware tentative d'intrusion.,Port 22 detects malware intrusion attempt.,CYBER
Le firewall bloque une IP critique.,The firewall blocks an IP critical.,CYBER
Le firewall détecte un malware critique.,The firewall detects malware critical.,CYBER
Le port 22 subit une attaque critique.,Port 22 is under attack critical.,CYBER
L'antivirus bloque une IP tentative d'intrusion.,Antivirus blocks an IP intrusion attempt.,CYBER
Le firewall détecte un malware payload inconnu.,The firewall detects malware unknown payload.,CYBER
Le port 22 subit une attaque payload inconnu.,Port 22 is under attack unknown payload.,CYBER
Le firewall bloque une IP payload inconnu.,The firewall blocks an IP unknown payload.,CYBER
L'antivirus détecte un malware payload inconnu.,Antivirus detects malware unknown payload.,CYBER
Le firewall subit une attaque payload inconnu.,The firewall is under attack unknown payload.,CYBER
Le port 22 bloque une IP tentative d'intrusion.,Port 22 blocks an IP intrusion attempt.,CYBER
L'antivirus détecte un malware critique.,Antivirus detects malware critical.,CYBER
Le firewall bloque une IP tentative d'intrusion.,The firewall blocks an IP intrusion attempt.,CYBER
L'antivirus bloque une IP critique.,Antivirus blocks an IP critical.,CYBER
Le firewall subit une attaque critique.,The firewall is under attack critical.,CYBER
Le firewall subit une attaque tentative d'intrusion.,The firewall is under attack intrusion attempt.,CYBER
L'antivirus détecte un malware tentative d'intrusion.,Antivirus detects malware intrusion attempt.,CYBER
L'antivirus subit une attaque tentative d'intrusion.,Antivirus is under attack intrusion attempt.,CYBER
Le port 22 détecte un malware critique.,Port 22 detects malware critical.,CYBER
L'antivirus bloque une IP payload inconnu.,Antivirus blocks an IP unknown payload.,CYBER
L'antivirus subit une attaque critique.,Antivirus is under attack critical.,CYBER
L'antivirus subit une attaque payload inconnu.,Antivirus is under attack unknown payload.,CYBER
Le port 22 bloque une IP critique.,Port 22 blocks an IP critical.,CYBER
Le port 22 bloque une IP payload inconnu.,Port 22 blocks an IP unknown payload.,CYBER
Le port 22 subit une attaque tentative d'intrusion.,Port 22 is under attack intrusion attempt.,CYBER
Le firewall détecte un malware tentative d'intrusion.,The firewall detects malware intrusion attempt.,CYBER
Je m'en occupe.,I'm on it.,MISC
Merci beaucoup.,Thank you very much.,MISC
À plus tard.,See you later.,MISC
Ok pour moi.,Ok for me.,MISC
J'arrive.,I'm coming.,MISC
Bien reçu.,Well received.,MISC
C'est noté.,Duly noted.,MISC
